;;preco;qtidade
RIO GRANDE SUL ;May 2015;7,0;16,9
RIO GRANDE SUL ;June 2015;5,0;17,5
RIO GRANDE SUL ;July 2015;7,0;17,0
RIO GRANDE SUL ;August 2015;10,0;16,3
RIO GRANDE SUL ;September 2015;5,0;17,3
RIO GRANDE SUL ;October 2015;9,0;16,6
RIO GRANDE SUL ;November 2015;8,0;16,8
RIO GRANDE SUL ;December 2015;7,0;17,1
RIO GRANDE SUL ;January 2016;7,0;16,8
RIO GRANDE SUL ;February 2016;7,0;16,8
RIO GRANDE SUL ;March 2016;10,0;16,6
RIO GRANDE SUL ;April 2016;7,0;17,1
RIO GRANDE SUL ;May 2016;6,0;17,1
RIO GRANDE SUL ;June 2016;8,0;16,9
RIO GRANDE SUL ;July 2016;8,0;16,7
RIO GRANDE SUL ;August 2016;9,0;16,6
RIO GRANDE SUL ;September 2016;6,0;17,2
RIO GRANDE SUL ;October 2016;6,0;17,2
RIO GRANDE SUL ;November 2016;9,0;16,7
RIO GRANDE SUL ;December 2016;5,0;17,6
RIO GRANDE SUL ;January 2017;10,0;16,5
RIO GRANDE SUL ;February 2017;7,0;17,1
RIO GRANDE SUL ;March 2017;8,0;16,8
RIO GRANDE SUL ;April 2017;6,0;17,0
RIO GRANDE SUL ;May 2017;6,0;17,2
RIO GRANDE SUL ;June 2017;9,0;16,6
RIO GRANDE SUL ;July 2017;9,0;16,4
RIO GRANDE SUL ;August 2017;10,0;16,6
RIO GRANDE SUL ;September 2017;6,0;17,2
RIO GRANDE SUL ;October 2017;8,0;16,6
RIO GRANDE SUL ;November 2017;7,0;16,8
RIO GRANDE SUL ;December 2017;6,0;17,1
RIO GRANDE SUL ;January 2018;7,0;17,1
RIO GRANDE SUL ;February 2018;7,0;17,1
RIO GRANDE SUL ;March 2018;9,0;16,8
RIO GRANDE SUL ;April 2018;9,0;16,7
RIO GRANDE SUL ;May 2018;8,0;16,9
RIO GRANDE SUL ;June 2018;9,0;16,7
RIO GRANDE SUL ;July 2018;8,0;16,6
RIO GRANDE SUL ;August 2018;7,0;16,9
RIO GRANDE SUL ;September 2018;9,0;16,7
RIO GRANDE SUL ;October 2018;6,0;17,1
RIO GRANDE SUL ;November 2018;9,0;16,7
RIO GRANDE SUL ;December 2018;5,0;17,3
RIO GRANDE SUL ;January 2019;6,0;17,1
RIO GRANDE SUL ;February 2019;6,0;17,2
RIO GRANDE SUL ;March 2019;5,0;17,5
RIO GRANDE SUL ;April 2019;5,0;17,3
RIO GRANDE SUL ;May 2019;5,0;17,4
RIO GRANDE SUL ;June 2019;8,0;16,8
RIO GRANDE SUL ;July 2019;6,0;17,1
RIO GRANDE SUL ;August 2019;7,0;16,8
RIO GRANDE SUL ;September 2019;7,0;16,9
RIO GRANDE SUL ;October 2019;5,0;17,4
RIO GRANDE SUL ;November 2019;6,0;17,2
RONDÔNIA;December 2010;7,0;16,8
RONDÔNIA;February 2011;8,0;16,7
RONDÔNIA;March 2011;5,0;17,6
RONDÔNIA;April 2011;7,0;17,1
RONDÔNIA;May 2011;7,0;17,1
RONDÔNIA;November 2011;7,0;16,9
RONDÔNIA;December 2011;5,0;17,6
RONDÔNIA;January 2012;7,0;17,1
RONDÔNIA;May 2012;7,0;16,9
RONDÔNIA;June 2012;9,0;16,6
RONDÔNIA;July 2012;5,0;17,5
RONDÔNIA;November 2014;10,0;16,4
RONDÔNIA;December 2014;5,0;17,4
RONDÔNIA;January 2015;9,0;16,7
RONDÔNIA;February 2015;5,0;17,6
RONDÔNIA;March 2015;7,0;17,0
RONDÔNIA;April 2015;5,0;17,4
RONDÔNIA;May 2015;5,0;17,3
RONDÔNIA;June 2015;10,0;16,3
RONDÔNIA;July 2015;10,0;16,3
RONDÔNIA;August 2015;9,0;16,7
RONDÔNIA;September 2015;8,0;16,6
RONDÔNIA;October 2015;5,0;17,4
RONDÔNIA;November 2015;6,0;17,2
RONDÔNIA;December 2015;10,0;16,4
RONDÔNIA;January 2016;5,0;17,4
RONDÔNIA;February 2016;7,0;17,0
RONDÔNIA;March 2016;9,0;16,7
RONDÔNIA;April 2016;7,0;16,8
RONDÔNIA;May 2016;9,0;16,8
RONDÔNIA;June 2016;5,0;17,6
RONDÔNIA;July 2016;7,0;17,1
RONDÔNIA;August 2016;8,0;16,6
RONDÔNIA;September 2016;6,0;17,1
RONDÔNIA;October 2016;8,0;16,6
RONDÔNIA;November 2016;8,0;16,7
RONDÔNIA;December 2016;9,0;16,7
RONDÔNIA;January 2017;7,0;17,0
RONDÔNIA;February 2017;6,0;17,0
RONDÔNIA;March 2017;5,0;17,4
RONDÔNIA;April 2017;7,0;17,1
RONDÔNIA;May 2017;8,0;16,6
RONDÔNIA;June 2017;5,0;17,6
RONDÔNIA;July 2017;10,0;16,5
RONDÔNIA;August 2017;10,0;16,4
RONDÔNIA;September 2017;5,0;17,5
RONDÔNIA;October 2017;5,0;17,6
RONDÔNIA;November 2017;10,0;16,5
RONDÔNIA;December 2017;8,0;16,9
RONDÔNIA;January 2018;8,0;16,9
RONDÔNIA;February 2018;5,0;17,5
RONDÔNIA;March 2018;5,0;17,4
RONDÔNIA;April 2018;8,0;16,9
RONDÔNIA;May 2018;8,0;16,9
RONDÔNIA;June 2018;10,0;16,6
RONDÔNIA;July 2018;5,0;17,4
RONDÔNIA;August 2018;5,0;17,5
RONDÔNIA;September 2018;8,0;16,9
RONDÔNIA;October 2018;9,0;16,6
RONDÔNIA;November 2018;7,0;16,9
RONDÔNIA;December 2018;7,0;16,8
RONDÔNIA;January 2019;10,0;16,4
RONDÔNIA;February 2019;6,0;17,3
RONDÔNIA;March 2019;9,0;16,7
RONDÔNIA;April 2019;10,0;16,3
RONDÔNIA;May 2019;6,0;17,1
RONDÔNIA;June 2019;9,0;16,5
RONDÔNIA;July 2019;8,0;16,6
RONDÔNIA;August 2019;8,0;16,6
RONDÔNIA;September 2019;9,0;16,7
RONDÔNIA;October 2019;9,0;16,5
RONDÔNIA;November 2019;9,0;16,7
RORAIMA;December 2010;5,0;17,6
RORAIMA;January 2011;10,0;16,5
RORAIMA;February 2011;8,0;16,9
RORAIMA;December 2011;7,0;16,8
RORAIMA;July 2012;6,0;17,3
RORAIMA;February 2015;8,0;16,6
RORAIMA;March 2015;10,0;16,6
RORAIMA;April 2015;8,0;16,8
RORAIMA;May 2015;10,0;16,4
RORAIMA;July 2015;7,0;16,9
RORAIMA;December 2015;10,0;16,4
RORAIMA;February 2016;8,0;16,7
RORAIMA;March 2016;7,0;16,8
RORAIMA;May 2016;7,0;17,1
RORAIMA;June 2016;10,0;16,4
RORAIMA;July 2016;5,0;17,5
RORAIMA;August 2016;6,0;17,1
RORAIMA;September 2016;5,0;17,3
RORAIMA;October 2016;8,0;16,9
RORAIMA;November 2016;8,0;16,7
RORAIMA;December 2016;7,0;17,1
RORAIMA;January 2017;7,0;17,0
RORAIMA;February 2017;6,0;17,3
RORAIMA;March 2017;6,0;17,2
RORAIMA;April 2017;10,0;16,4
RORAIMA;May 2017;8,0;16,7
RORAIMA;June 2017;5,0;17,6
RORAIMA;July 2017;7,0;16,9
RORAIMA;August 2017;9,0;16,5
RORAIMA;October 2017;7,0;16,8
RORAIMA;November 2017;5,0;17,3
RORAIMA;December 2017;5,0;17,3
RORAIMA;January 2018;5,0;17,4
RORAIMA;March 2018;5,0;17,4
RORAIMA;April 2018;6,0;17,0
RORAIMA;May 2018;9,0;16,7
RORAIMA;June 2018;5,0;17,4
RORAIMA;September 2018;7,0;17,1
RORAIMA;October 2018;5,0;17,4
RORAIMA;November 2018;6,0;17,3
RORAIMA;December 2018;5,0;17,6
RORAIMA;January 2019;6,0;17,1
RORAIMA;February 2019;7,0;16,9
RORAIMA;March 2019;8,0;16,8
RORAIMA;April 2019;6,0;17,2
RORAIMA;May 2019;10,0;16,3
RORAIMA;June 2019;6,0;17,1
RORAIMA;July 2019;6,0;17,2
RORAIMA;August 2019;6,0;17,3
RORAIMA;September 2019;5,0;17,5
RORAIMA;October 2019;8,0;16,9
RORAIMA;November 2019;6,0;17,1
SANTA CATARINA;September 2010;7,0;17,0
SANTA CATARINA;October 2010;10,0;16,4
SANTA CATARINA;November 2010;7,0;16,9
SANTA CATARINA;December 2010;10,0;16,6
SANTA CATARINA;January 2011;7,0;16,8
SANTA CATARINA;February 2011;8,0;16,6
SANTA CATARINA;March 2011;6,0;17,2
SANTA CATARINA;April 2011;6,0;17,0
SANTA CATARINA;May 2011;5,0;17,3
SANTA CATARINA;June 2011;5,0;17,6
SANTA CATARINA;July 2011;7,0;17,1
SANTA CATARINA;August 2011;9,0;16,5
SANTA CATARINA;September 2011;8,0;16,7
SANTA CATARINA;October 2011;7,0;17,0
SANTA CATARINA;November 2011;7,0;17,1
SANTA CATARINA;December 2011;6,0;17,2
SANTA CATARINA;January 2012;6,0;17,1
SANTA CATARINA;February 2012;9,0;16,7
SANTA CATARINA;March 2012;8,0;16,8
SANTA CATARINA;April 2012;9,0;16,7
SANTA CATARINA;May 2012;5,0;17,6
SANTA CATARINA;June 2012;10,0;16,3
SANTA CATARINA;July 2012;9,0;16,5
SANTA CATARINA;August 2012;6,0;17,3
SANTA CATARINA;September 2012;5,0;17,5
SANTA CATARINA;October 2012;5,0;17,6
SANTA CATARINA;November 2012;7,0;17,0
SANTA CATARINA;December 2012;10,0;16,4
SANTA CATARINA;January 2013;10,0;16,3
SANTA CATARINA;February 2013;10,0;16,6
SANTA CATARINA;March 2013;7,0;16,8
SANTA CATARINA;April 2013;9,0;16,8
SANTA CATARINA;May 2013;6,0;17,2
SANTA CATARINA;June 2013;6,0;17,1
SANTA CATARINA;July 2013;9,0;16,7
SANTA CATARINA;August 2013;7,0;16,9
SANTA CATARINA;September 2013;6,0;17,1
SANTA CATARINA;October 2013;9,0;16,5
SANTA CATARINA;November 2013;8,0;16,8
SANTA CATARINA;December 2013;8,0;16,9
SANTA CATARINA;January 2014;8,0;16,9
SANTA CATARINA;February 2014;6,0;17,1
SANTA CATARINA;May 2014;5,0;17,5
SANTA CATARINA;June 2014;5,0;17,5
SANTA CATARINA;July 2014;6,0;17,2
SANTA CATARINA;August 2014;6,0;17,4
SANTA CATARINA;September 2014;5,0;17,3
SANTA CATARINA;October 2014;5,0;17,6
SANTA CATARINA;November 2014;7,0;16,9
SANTA CATARINA;December 2014;9,0;16,5
SANTA CATARINA;January 2015;5,0;17,3
SANTA CATARINA;February 2015;8,0;16,8
SANTA CATARINA;March 2015;5,0;17,4
SANTA CATARINA;April 2015;9,0;16,7
SANTA CATARINA;May 2015;10,0;16,5
SANTA CATARINA;June 2015;8,0;16,8
SANTA CATARINA;July 2015;6,0;17,2
SANTA CATARINA;August 2015;9,0;16,5
SANTA CATARINA;September 2015;9,0;16,6
SANTA CATARINA;October 2015;9,0;16,8
SANTA CATARINA;November 2015;6,0;17,1
SANTA CATARINA;December 2015;9,0;16,5
SANTA CATARINA;January 2016;5,0;17,5
SANTA CATARINA;February 2016;7,0;17,0
SANTA CATARINA;March 2016;7,0;16,9
SANTA CATARINA;April 2016;7,0;17,0
SANTA CATARINA;May 2016;8,0;16,8
SANTA CATARINA;June 2016;7,0;17,0
SANTA CATARINA;July 2016;8,0;16,7
SANTA CATARINA;August 2016;6,0;17,3
SANTA CATARINA;September 2016;7,0;16,9
SANTA CATARINA;October 2016;6,0;17,1
SANTA CATARINA;November 2016;6,0;17,4
SANTA CATARINA;December 2016;5,0;17,6
SANTA CATARINA;January 2017;9,0;16,5
SANTA CATARINA;February 2017;9,0;16,4
SANTA CATARINA;March 2017;10,0;16,5
SANTA CATARINA;April 2017;5,0;17,4
SANTA CATARINA;May 2017;6,0;17,3
SANTA CATARINA;June 2017;6,0;17,1
SANTA CATARINA;July 2017;9,0;16,5
SANTA CATARINA;August 2017;10,0;16,3
SANTA CATARINA;September 2017;6,0;17,3
SANTA CATARINA;October 2017;6,0;17,3
SANTA CATARINA;November 2017;10,0;16,6
SANTA CATARINA;December 2017;7,0;17,1
SANTA CATARINA;January 2018;6,0;17,1
SANTA CATARINA;February 2018;5,0;17,4
SANTA CATARINA;March 2018;9,0;16,7
SANTA CATARINA;April 2018;10,0;16,5
SANTA CATARINA;May 2018;8,0;16,7
SANTA CATARINA;June 2018;5,0;17,4
SANTA CATARINA;July 2018;7,0;16,9
SANTA CATARINA;August 2018;6,0;17,3
SANTA CATARINA;September 2018;5,0;17,6
SANTA CATARINA;October 2018;9,0;16,6
SANTA CATARINA;November 2018;5,0;17,6
SANTA CATARINA;December 2018;7,0;17,1
SANTA CATARINA;January 2019;8,0;16,9
SANTA CATARINA;February 2019;5,0;17,4
SANTA CATARINA;March 2019;10,0;16,6
SANTA CATARINA;April 2019;9,0;16,7
SANTA CATARINA;May 2019;5,0;17,6
SANTA CATARINA;June 2019;5,0;17,4
SANTA CATARINA;July 2019;8,0;16,7
SANTA CATARINA;August 2019;8,0;16,7
SANTA CATARINA;September 2019;9,0;16,7
SANTA CATARINA;October 2019;10,0;16,3
SANTA CATARINA;November 2019;5,0;17,6
SERGIPE;September 2010;10,0;16,5
SERGIPE;October 2010;8,0;16,8
SERGIPE;November 2010;7,0;17,0
SERGIPE;December 2010;9,0;16,6
SERGIPE;January 2011;8,0;16,7
SERGIPE;February 2011;9,0;16,6
SERGIPE;March 2011;7,0;16,8
SERGIPE;April 2011;6,0;17,3
SERGIPE;May 2011;6,0;17,1
SERGIPE;June 2011;8,0;16,9
SERGIPE;July 2011;5,0;17,5
SERGIPE;August 2011;6,0;17,0
SERGIPE;September 2011;6,0;17,3
SERGIPE;October 2011;10,0;16,3
SERGIPE;November 2011;6,0;17,2
SERGIPE;December 2011;8,0;16,8
SERGIPE;January 2012;5,0;17,4
SERGIPE;February 2012;9,0;16,4
SERGIPE;March 2012;5,0;17,4
SERGIPE;April 2012;10,0;16,6
SERGIPE;May 2012;5,0;17,4
SERGIPE;June 2012;6,0;17,3
SERGIPE;July 2012;9,0;16,5
SERGIPE;August 2012;6,0;17,3
SERGIPE;September 2012;5,0;17,4
SERGIPE;October 2012;5,0;17,6
SERGIPE;November 2012;6,0;17,3
SERGIPE;December 2012;8,0;16,8
SERGIPE;January 2013;10,0;16,5
SERGIPE;February 2013;10,0;16,6
SERGIPE;March 2013;8,0;16,7
SERGIPE;April 2013;5,0;17,4
SERGIPE;May 2013;5,0;17,5
SERGIPE;June 2013;8,0;16,7
SERGIPE;July 2013;5,0;17,4
SERGIPE;August 2013;5,0;17,3
SERGIPE;September 2013;8,0;16,6
SERGIPE;October 2013;10,0;16,3
SERGIPE;November 2013;5,0;17,5
SERGIPE;March 2014;7,0;17,0
SERGIPE;January 2015;6,0;17,1
SERGIPE;February 2015;9,0;16,6
SERGIPE;March 2015;9,0;16,7
SERGIPE;April 2015;7,0;16,9
SERGIPE;May 2015;9,0;16,8
SERGIPE;June 2015;9,0;16,5
SERGIPE;July 2015;9,0;16,5
SERGIPE;August 2015;8,0;16,8
SERGIPE;September 2015;8,0;16,9
SERGIPE;October 2015;9,0;16,6
SERGIPE;November 2015;10,0;16,3
SERGIPE;December 2015;10,0;16,3
SERGIPE;January 2016;8,0;16,7
SERGIPE;February 2016;9,0;16,7
SERGIPE;March 2016;6,0;17,3
SERGIPE;April 2016;5,0;17,5
SERGIPE;May 2016;9,0;16,6
SERGIPE;June 2016;6,0;17,0
SERGIPE;July 2016;5,0;17,6
SERGIPE;August 2016;6,0;17,2
SERGIPE;September 2016;7,0;17,0
SERGIPE;October 2016;9,0;16,7
SERGIPE;November 2016;6,0;17,2
SERGIPE;December 2016;9,0;16,4
SERGIPE;January 2017;6,0;17,0
SERGIPE;February 2017;6,0;17,3
SERGIPE;March 2017;10,0;16,4
SERGIPE;April 2017;7,0;16,8
SERGIPE;May 2017;7,0;17,0
SERGIPE;June 2017;7,0;16,9
SERGIPE;July 2017;10,0;16,3
SERGIPE;August 2017;5,0;17,4
SERGIPE;September 2017;9,0;16,7
SERGIPE;October 2017;8,0;16,9
SERGIPE;November 2017;7,0;16,8
SERGIPE;December 2017;5,0;17,4
SERGIPE;January 2018;5,0;17,6
SERGIPE;February 2018;7,0;16,9
SERGIPE;March 2018;8,0;16,8
SERGIPE;April 2018;6,0;17,1
SERGIPE;May 2018;8,0;16,6
SERGIPE;June 2018;8,0;16,9
SERGIPE;July 2018;6,0;17,3
SERGIPE;August 2018;9,0;16,7
SERGIPE;September 2018;7,0;17,0
SERGIPE;October 2018;8,0;16,7
SERGIPE;November 2018;9,0;16,5
SERGIPE;December 2018;10,0;16,3
SERGIPE;January 2019;7,0;16,9
SERGIPE;February 2019;5,0;17,3
SERGIPE;March 2019;6,0;17,3
SERGIPE;April 2019;10,0;16,4
SERGIPE;May 2019;9,0;16,7
SERGIPE;June 2019;5,0;17,6
SERGIPE;July 2019;7,0;17,0
SERGIPE;August 2019;9,0;16,4
SERGIPE;September 2019;6,0;17,2
SERGIPE;October 2019;9,0;16,5
SERGIPE;November 2019;7,0;17,1
TOCANTINS;October 2010;9,0;16,5
TOCANTINS;December 2010;6,0;17,3
TOCANTINS;January 2011;6,0;17,3
TOCANTINS;February 2011;7,0;16,8
TOCANTINS;March 2011;10,0;16,4
TOCANTINS;April 2011;10,0;16,3
TOCANTINS;May 2011;6,0;17,2
TOCANTINS;June 2011;9,0;16,8
TOCANTINS;September 2011;9,0;16,6
TOCANTINS;November 2011;9,0;16,8
TOCANTINS;December 2011;10,0;16,5
TOCANTINS;January 2012;9,0;16,4
TOCANTINS;February 2012;9,0;16,5
TOCANTINS;April 2012;6,0;17,1
TOCANTINS;May 2012;5,0;17,5
TOCANTINS;June 2012;8,0;16,9
TOCANTINS;July 2012;7,0;17,0
TOCANTINS;August 2012;9,0;16,7
TOCANTINS;November 2012;7,0;16,8
TOCANTINS;January 2013;5,0;17,6
TOCANTINS;January 2015;5,0;17,5
TOCANTINS;February 2015;6,0;17,2
TOCANTINS;March 2015;9,0;16,6
TOCANTINS;April 2015;6,0;17,3
TOCANTINS;May 2015;9,0;16,6
TOCANTINS;June 2015;9,0;16,4
TOCANTINS;July 2015;8,0;16,7
TOCANTINS;August 2015;9,0;16,6
TOCANTINS;September 2015;7,0;17,0
TOCANTINS;October 2015;5,0;17,6
TOCANTINS;November 2015;7,0;16,8
TOCANTINS;December 2015;10,0;16,6
TOCANTINS;January 2016;10,0;16,4
TOCANTINS;February 2016;6,0;17,1
TOCANTINS;March 2016;8,0;16,9
TOCANTINS;April 2016;8,0;16,6
TOCANTINS;May 2016;5,0;17,4
TOCANTINS;June 2016;9,0;16,6
TOCANTINS;July 2016;7,0;16,9
TOCANTINS;August 2016;8,0;16,6
TOCANTINS;September 2016;7,0;16,9
TOCANTINS;October 2016;7,0;17,1
TOCANTINS;November 2016;8,0;16,8
TOCANTINS;December 2016;7,0;17,1
TOCANTINS;January 2017;8,0;16,7
TOCANTINS;February 2017;6,0;17,1
TOCANTINS;March 2017;7,0;16,8
TOCANTINS;April 2017;9,0;16,6
TOCANTINS;May 2017;7,0;16,8
TOCANTINS;June 2017;10,0;16,5
TOCANTINS;July 2017;6,0;17,2
TOCANTINS;August 2017;6,0;17,1
TOCANTINS;September 2017;8,0;16,6
TOCANTINS;October 2017;6,0;17,2
TOCANTINS;November 2017;9,0;16,5
TOCANTINS;December 2017;7,0;17,1
TOCANTINS;January 2018;7,0;17,0
TOCANTINS;February 2018;8,0;16,7
TOCANTINS;March 2018;7,0;17,0
TOCANTINS;April 2018;6,0;17,2
TOCANTINS;May 2018;8,0;16,6
TOCANTINS;June 2018;9,0;16,7
TOCANTINS;July 2018;10,0;16,6
TOCANTINS;August 2018;5,0;17,5
TOCANTINS;September 2018;9,0;16,7
TOCANTINS;October 2018;9,0;16,5
TOCANTINS;November 2018;7,0;16,8
TOCANTINS;December 2018;5,0;17,3
TOCANTINS;January 2019;10,0;16,6
TOCANTINS;February 2019;9,0;16,7
TOCANTINS;March 2019;7,0;17,1
TOCANTINS;April 2019;10,0;16,4
TOCANTINS;May 2019;6,0;17,2
TOCANTINS;June 2019;10,0;16,4
TOCANTINS;July 2019;6,0;17,1
TOCANTINS;August 2019;6,0;17,2
TOCANTINS;September 2019;5,0;17,5
TOCANTINS;October 2019;6,0;17,3
TOCANTINS;November 2019;6,0;17,2
ACRE;December 2012;8,0;16,6
ACRE;November 2016;5,0;17,4
ACRE;December 2016;10,0;16,4
ACRE;February 2017;5,0;17,6
ACRE;March 2017;7,0;16,9
ACRE;September 2018;5,0;17,4
ACRE;February 2019;9,0;16,5
ACRE;March 2019;5,0;17,6
ACRE;September 2019;9,0;16,7
ACRE;October 2019;5,0;17,3
ACRE;November 2019;7,0;17,1
ALAGOAS;October 2012;6,0;17,3
ALAGOAS;November 2012;8,0;16,7
ALAGOAS;December 2012;8,0;16,9
ALAGOAS;January 2013;9,0;16,5
ALAGOAS;February 2013;5,0;17,4
ALAGOAS;March 2013;6,0;17,1
ALAGOAS;April 2013;5,0;17,6
ALAGOAS;May 2013;7,0;16,9
ALAGOAS;June 2013;6,0;17,4
ALAGOAS;July 2013;9,0;16,5
ALAGOAS;August 2013;6,0;17,0
ALAGOAS;September 2013;10,0;16,4
ALAGOAS;October 2013;5,0;17,4
ALAGOAS;November 2013;8,0;16,7
ALAGOAS;January 2014;8,0;16,7
ALAGOAS;March 2015;10,0;16,4
ALAGOAS;May 2015;5,0;17,3
ALAGOAS;June 2015;7,0;16,8
ALAGOAS;July 2015;6,0;17,1
ALAGOAS;August 2015;6,0;17,2
ALAGOAS;September 2015;8,0;16,9
ALAGOAS;October 2015;8,0;16,7
ALAGOAS;November 2015;9,0;16,7
ALAGOAS;December 2015;6,0;17,2
ALAGOAS;January 2016;6,0;17,3
ALAGOAS;February 2016;5,0;17,3
ALAGOAS;March 2016;10,0;16,4
ALAGOAS;April 2016;6,0;17,0
ALAGOAS;May 2016;8,0;16,9
ALAGOAS;June 2016;9,0;16,7
ALAGOAS;July 2016;6,0;17,1
ALAGOAS;August 2016;8,0;16,7
ALAGOAS;September 2016;5,0;17,5
ALAGOAS;October 2016;6,0;17,0
ALAGOAS;November 2016;7,0;17,0
ALAGOAS;December 2016;8,0;16,7
ALAGOAS;January 2017;6,0;17,3
ALAGOAS;February 2017;7,0;16,9
ALAGOAS;March 2017;7,0;17,1
ALAGOAS;April 2017;6,0;17,3
ALAGOAS;May 2017;6,0;17,2
ALAGOAS;June 2017;6,0;17,2
ALAGOAS;July 2017;6,0;17,0
ALAGOAS;August 2017;6,0;17,1
ALAGOAS;September 2017;10,0;16,4
ALAGOAS;October 2017;10,0;16,5
ALAGOAS;November 2017;9,0;16,7
ALAGOAS;December 2017;9,0;16,5
ALAGOAS;January 2018;10,0;16,5
ALAGOAS;February 2018;9,0;16,4
ALAGOAS;March 2018;9,0;16,6
ALAGOAS;April 2018;10,0;16,3
ALAGOAS;May 2018;10,0;16,4
ALAGOAS;June 2018;10,0;16,4
ALAGOAS;July 2018;10,0;16,6
ALAGOAS;August 2018;9,0;16,6
ALAGOAS;September 2018;6,0;17,3
ALAGOAS;October 2018;5,0;17,4
ALAGOAS;November 2018;5,0;17,4
ALAGOAS;December 2018;7,0;17,0
ALAGOAS;January 2019;9,0;16,6
ALAGOAS;February 2019;10,0;16,3
ALAGOAS;March 2019;8,0;16,9
ALAGOAS;April 2019;6,0;17,3
ALAGOAS;May 2019;6,0;17,2
ALAGOAS;June 2019;7,0;16,8
ALAGOAS;July 2019;9,0;16,4
ALAGOAS;August 2019;6,0;17,1
ALAGOAS;September 2019;8,0;16,9
ALAGOAS;October 2019;7,0;17,0
ALAGOAS;November 2019;9,0;16,6
AMAPÁ;December 2012;9,0;16,7
AMAPÁ;May 2019;5,0;17,6
AMAPÁ;November 2019;5,0;17,5
AMAZONAS;April 2015;6,0;17,3
AMAZONAS;May 2015;5,0;17,4
AMAZONAS;June 2015;7,0;16,8
AMAZONAS;July 2015;10,0;16,5
AMAZONAS;August 2015;9,0;16,7
AMAZONAS;September 2015;7,0;16,9
AMAZONAS;October 2015;9,0;16,5
AMAZONAS;November 2015;8,0;16,8
AMAZONAS;December 2015;8,0;16,6
AMAZONAS;January 2016;10,0;16,4
AMAZONAS;February 2016;9,0;16,5
AMAZONAS;March 2016;7,0;16,8
AMAZONAS;April 2016;5,0;17,5
AMAZONAS;May 2016;8,0;16,7
AMAZONAS;June 2016;5,0;17,6
AMAZONAS;July 2016;8,0;16,6
AMAZONAS;August 2016;8,0;16,7
AMAZONAS;September 2016;7,0;16,9
AMAZONAS;October 2016;9,0;16,7
AMAZONAS;November 2016;10,0;16,5
AMAZONAS;December 2016;5,0;17,4
AMAZONAS;January 2017;5,0;17,5
AMAZONAS;February 2017;6,0;17,1
AMAZONAS;March 2017;10,0;16,3
AMAZONAS;May 2017;6,0;17,2
AMAZONAS;June 2017;9,0;16,6
AMAZONAS;July 2017;5,0;17,6
AMAZONAS;August 2017;5,0;17,3
AMAZONAS;September 2017;9,0;16,8
AMAZONAS;November 2017;10,0;16,3
AMAZONAS;December 2017;5,0;17,5
AMAZONAS;January 2018;6,0;17,1
AMAZONAS;February 2018;8,0;16,9
AMAZONAS;March 2018;10,0;16,6
AMAZONAS;April 2018;9,0;16,7
AMAZONAS;May 2018;5,0;17,5
AMAZONAS;June 2018;9,0;16,7
AMAZONAS;July 2018;7,0;16,9
AMAZONAS;August 2018;7,0;16,8
AMAZONAS;September 2018;7,0;17,0
AMAZONAS;October 2018;5,0;17,6
AMAZONAS;November 2018;5,0;17,5
AMAZONAS;December 2018;7,0;16,9
AMAZONAS;January 2019;6,0;17,3
AMAZONAS;February 2019;8,0;16,6
AMAZONAS;March 2019;9,0;16,5
AMAZONAS;April 2019;5,0;17,6
AMAZONAS;May 2019;10,0;16,5
AMAZONAS;June 2019;8,0;16,7
AMAZONAS;July 2019;8,0;16,8
AMAZONAS;August 2019;5,0;17,4
AMAZONAS;September 2019;6,0;17,2
AMAZONAS;October 2019;6,0;17,1
AMAZONAS;November 2019;7,0;16,9
BAHIA;April 2012;9,0;16,5
BAHIA;June 2012;10,0;16,4
BAHIA;July 2012;5,0;17,4
BAHIA;August 2012;5,0;17,5
BAHIA;September 2012;8,0;16,9
BAHIA;October 2012;6,0;17,1
BAHIA;November 2012;5,0;17,6
BAHIA;February 2013;6,0;17,0
BAHIA;March 2013;7,0;16,9
BAHIA;June 2013;9,0;16,7
BAHIA;July 2013;7,0;17,1
BAHIA;September 2013;5,0;17,6
BAHIA;November 2013;10,0;16,4
BAHIA;December 2013;5,0;17,3
BAHIA;January 2014;5,0;17,4
BAHIA;May 2014;5,0;17,6
BAHIA;May 2015;5,0;17,3
BAHIA;June 2015;8,0;16,6
BAHIA;July 2015;6,0;17,2
BAHIA;August 2015;9,0;16,7
BAHIA;September 2015;6,0;17,3
BAHIA;October 2015;8,0;16,9
BAHIA;November 2015;5,0;17,6
BAHIA;December 2015;10,0;16,3
BAHIA;January 2016;5,0;17,3
BAHIA;February 2016;7,0;16,9
BAHIA;March 2016;10,0;16,4
BAHIA;April 2016;10,0;16,5
BAHIA;May 2016;5,0;17,3
BAHIA;June 2016;8,0;16,7
BAHIA;July 2016;7,0;16,8
BAHIA;August 2016;7,0;17,1
BAHIA;September 2016;7,0;17,1
BAHIA;October 2016;6,0;17,1
BAHIA;November 2016;7,0;16,8
BAHIA;December 2016;8,0;16,8
BAHIA;January 2017;8,0;16,8
BAHIA;February 2017;10,0;16,5
BAHIA;March 2017;7,0;17,1
BAHIA;April 2017;6,0;17,2
BAHIA;May 2017;6,0;17,1
BAHIA;June 2017;8,0;16,8
BAHIA;July 2017;5,0;17,6
BAHIA;August 2017;10,0;16,4
BAHIA;September 2017;5,0;17,6
BAHIA;October 2017;6,0;17,3
BAHIA;November 2017;6,0;17,4
